Ctrl_rep1	Ctrl_rep2	METTL3_KD_rep1	METTL3_KD_rep2
CDKN2AIP	1510	1574	1294	1322
ING2	685	658	536	623
RWDD4	1250	1276	961	999
TRAPPC11	2166	2189	1967	2040
LOC728175	4	3	7	2
LOC102723766	0	0	0	0
LVCAT8	1	2	0	1
CASP3	3027	3082	980	1037
CENPU	5324	5390	4045	4321
SLED1	1	0	1	0
MIR3945HG	0	0	1	0
MIR3945	0	0	0	0
LINC01093	0	0	0	0
MIR4455	0	0	0	0
HELT	9	9	12	3
SLC25A4	3997	4338	2903	3013
CFAP97	2551	2572	1476	1570
LRP2BP	66	45	10	13
ANKRD37	31	30	22	29
UFSP2	1122	1164	1033	1084
C4orf47	11	9	1	5
LOC105377590	0	0	3	0
PDLIM3	928	899	401	453
TLR3	22	24	28	20
FAM149A	195	198	324	338
FLJ38576	6	7	5	4
CYP4V2	803	743	779	852
F11	0	0	1	0
MTNR1A	24	21	25	21
ZFP42	0	0	0	0
TRIML2	0	0	0	1
TRIML1	0	0	0	0
LINC01596	0	0	0	0
FRG1	1368	1449	1195	1229
FRG2	2	0	1	1
DBET	0	0	0	0
DUX4	0	0	0	0
MAST4	416	379	1159	1152
PPP2CA	12704	12847	11133	11452
LOC729506	4	4	7	9
MYO10	2597	2525	2306	2378
ADAMTS12	1	2	1	0
RAB3C	269	252	91	85
COL4A3BP	2645	2550	2303	2426
FER	1498	1453	1112	1172
LINC00992	1	5	3	13
FGF1	0	1	0	1
TENM2	3	1	1	2
LOC643201	4	4	6	5
ADAMTS16	4	5	1	3
SEMA5A	0	0	0	0
CTNND2	2	9	1	1
LINC01194	0	0	0	0
OTULIN	3046	3041	1984	2080
FBXL7	11	10	10	12
LOC646241	0	0	0	0
CDH18	26	23	21	41
CDH12	78	65	68	71
C5orf17	0	0	0	0
DROSHA	7026	6862	2578	2821
SPEF2	134	105	143	176
WDR70	3018	2862	1996	2080
OSMR-AS1	0	0	0	0
FLJ32255	1	2	0	3
LOC642366	79	82	80	73
SNX18	1726	1704	807	885
PDE4D	317	327	297	287
ELOVL7	1194	1114	905	948
CWC27	3139	3082	2750	3148
ERBIN	4243	3990	4049	4222
CENPH	4204	4037	4417	4864
SMA4	61	55	29	37
PTCD2	664	648	757	730
LINC01331	0	0	0	0
IQGAP2	1972	1884	1434	1542
LHFPL2	1408	1416	465	487
CMYA5	57	54	52	47
MSH3	3525	3411	3023	3063
MEF2C-AS1	9	9	6	8
LINC01339	0	1	1	3
KIAA0825	30	27	28	27
FAM81B	0	1	1	2
LOC101929710	0	3	1	2
LINC01340	0	0	0	0
PAM	4740	4978	4263	4506
LOC102467213	0	0	0	0
FBXL17	899	872	234	243
EPB41L4A	390	343	226	241
MCC	1278	1256	1074	1184
HRAT56	0	0	1	1
HSD17B4	12381	12560	10019	10510
PRR16	74	94	47	50
LOC101927379	0	1	0	0
MARCH3	562	650	507	510
CCDC192	24	31	19	21
SLC27A6	171	144	217	228
CHSY3	262	272	167	175
C5orf66	129	119	56	52
TRPC7	3	0	0	0
TRPC7-AS2	0	0	0	0
SPOCK1	18	19	14	21
KDM3B	9189	8850	8981	9433
ECSCR	0	0	0	0
ANKHD1	394	352	261	338
ANKHD1-EIF4EBP3	55	46	23	26
DIAPH1	18727	19689	16307	16774
PPP2R2B	0	1	0	0
CTB-12O2.1	0	1	0	0
CYFIP2	7961	8323	11399	11752
LOC101927697	0	0	0	0
GABRB2	0	0	0	0
SLIT3	44	34	33	36
DOCK2	0	1	1	1
FAM196B	2	1	2	3
RANBP17	846	789	725	769
FBXW11	7310	7178	7767	7579
ATP6V0E1	6805	7515	7602	8204
HMP19	0	0	0	1
NSD1	15229	14131	11050	10906
COL23A1	44	46	30	34
ADAMTS2	229	200	220	212
AHRR	1101	1047	745	800
SLC9A3	517	462	172	192
TRIP13	8681	9065	5619	5819
SLC6A3	0	0	0	0
SDHAP3	173	116	88	65
C5orf38	0	0	0	0
ADCY2	0	0	0	0
FASTKD3	1229	1222	957	985
LOC285692	0	0	0	0
MARCH6	10054	10212	11312	10894
ANKRD33B	435	477	656	662
DAP	5739	6008	5563	5638
DNAH5	17	8	10	12
TRIO	3156	2877	2326	2312
ANKH	2665	2796	2102	2194
LOC101929454	0	0	0	0
MARCH11	0	0	0	0
LOC101929505	0	0	0	0
FAM134B	443	433	1058	1079
LOC285696	1	0	0	0
LOC101929544	0	0	0	0
GUSBP1	704	668	313	362
PMCHL1	0	0	0	0
CDH10	48	39	115	117
LOC105374693	4	0	0	0
CDH9	0	0	0	0
CDH6	1	4	0	0
PDZD2	91	80	53	54
MTMR12	3193	3320	2931	2938
ZFR	12834	12322	8722	9356
NPR3	4	4	2	3
SLC45A2	3	0	0	1
C1QTNF3-AMACR	0	1	1	0
RAI14	4875	4395	3633	3926
TTC23L	22	17	16	18
PRLR	1	0	0	0
CAPSL	0	0	0	0
UGT3A2	278	286	330	307
SKP2	9966	10134	3106	3172
NIPBL	3984	3374	3185	3303
C5orf42	1075	881	612	568
NUP155	9335	9448	6393	6298
EGFLAM	124	118	120	116
LIFR	1888	1827	1596	1513
LIFR-AS1	50	38	25	28
OSMR	42	39	27	21
RICTOR	2004	1930	1720	1651
FYB	0	0	0	0
C9	0	0	0	0
PRKAA1	2741	2675	3288	3401
MROH2B	0	0	0	0
C6	0	0	0	0
PLCXD3	0	1	0	0
OXCT1	4233	4185	3744	3860
GHR	99	78	16	16
ZNF131	2375	2385	2432	2512
NIM1K	38	47	49	44
CCL28	0	0	1	0
NNT	8316	8614	5538	5747
HCN1	0	0	0	0
PARP8	1181	1144	914	917
ITGA1	312	294	380	388
ITGA2	1130	1020	1190	1218
NDUFS4	1633	1697	1332	1365
ARL15	1857	1998	516	514
LINC01033	83	86	78	50
SKIV2L2	10522	10673	8846	9356
PLPP1	347	368	423	426
SLC38A9	2226	2339	1966	1973
IL6ST	4738	4820	3844	3897
ANKRD55	0	0	0	0
MAP3K1	1515	1535	823	898
PLK2	231	238	192	217
DEPDC1B	4139	4095	1847	2019
NDUFAF2	2577	2593	1249	1314
CTC-436P18.1	2	5	1	0
ZSWIM6	1696	1613	1647	1637
LOC100506526	0	0	0	0
DIMT1	4316	4198	2722	2853
IPO11	4736	4898	4275	4229
RNF180	6	3	10	12
SREK1IP1	3612	3640	2241	2283
ADAMTS6	63	78	61	61
CENPK	2399	2283	1365	1402
SGTB	2104	1900	435	507
NLN	6246	6159	5941	5967
PIK3R1	1837	1801	877	875
SMA5	66	41	34	43
SERF1A	0	0	0	1
GTF2H2	1369	1391	671	747
LOC102724392	1	2	2	2
BDP1	4221	3585	2892	2937
MRPS27	12858	12940	6594	7126
ZNF366	0	0	0	0
LOC102477328	1	0	2	0
TNPO1	24316	23716	20779	20905
FCHO2	1671	1589	1969	2067
LOC105379030	0	0	0	0
ARHGEF28	150	123	209	233
HEXB	5102	5123	3535	3694
FAM169A	3096	3026	2633	2714
ANKRD31	34	22	75	76
ANKDD1B	5	3	2	2
SV2C	1	4	2	1
PDE8B	99	76	118	120
WDR41	5052	5218	6269	6557
TBCA	9952	9535	7600	7926
AP3B1	6448	6560	4389	4517
SCAMP1	5236	5369	4432	4524
ARSB	1389	1431	1042	1013
DMGDH	2	1	8	7
JMY	2423	2207	1742	1799
HOMER1	3047	2935	2322	2419
LINC01455	0	0	0	0
SERINC5	1195	1243	2735	2559
ZFYVE16	4105	3867	3602	3639
LINC01337	10	7	5	6
RASGRF2	304	300	159	151
CKMT2	15	19	8	5
CKMT2-AS1	431	403	300	301
SSBP2	676	658	856	856
ATG10	350	374	539	521
ATP6AP1L	93	68	81	85
XRCC4	654	695	579	593
VCAN	3871	3686	4139	4209
EDIL3	366	365	434	446
LOC101929380	0	0	1	1
RASA1	2298	2195	933	980
TMEM161B	1495	1568	1288	1324
TMEM161B-AS1	371	406	252	288
LINC00461	39	24	17	17
MEF2C	1402	1357	1398	1410
ADGRV1	881	719	694	702
NR2F1-AS1	372	404	360	323
NR2F1	4397	3945	3025	3231
FAM172A	1613	1559	1469	1479
SLF1	1761	1785	1864	1963
MCTP1	103	78	50	47
TTC37	9714	9322	6568	6833
SPATA9	20	17	10	13
ELL2	1540	1455	2443	2413
CAST	7340	6993	5961	6643
LNPEP	869	857	530	459
LIX1	9	8	5	9
SLCO4C1	315	291	387	380
SLCO6A1	18	10	7	8
LINC00491	190	154	138	136
PPIP5K2	4031	3996	2942	3140
EFNA5	1078	1031	1193	1149
MAN2A1	3017	3244	2319	2306
TMEM232	23	24	27	17
SLC25A46	5943	5893	5791	5942
CAMK4	800	754	917	906
STARD4-AS1	59	56	32	25
NREP	1896	1869	1200	1298
NREP-AS1	0	0	0	0
APC	2996	2726	2901	2924
DCP2	6695	6107	5128	5179
KCNN2	24	18	14	17
LOC101927078	0	0	0	0
PGGT1B	1678	1688	1307	1359
TMED7-TICAM2	7	4	4	1
LOC101927100	7	9	2	0
AP3S1	3746	3778	2212	2516
LVRN	1	2	4	3
COMMD10	1121	1059	721	802
SEMA6A	1752	1681	1303	1240
LOC102467224	0	0	0	0
LOC102467225	0	0	0	0
DTWD2	1650	1540	1503	1474
LOC105379143	3	4	0	4
DMXL1	2857	2686	2603	2618
TNFAIP8	581	502	698	728
SRFBP1	1298	1275	1226	1359
SNCAIP	39	37	116	96
SNX2	7679	7649	7525	7944
SNX24	828	801	627	713
CSNK1G3	3581	3538	936	1019
LINC01170	2	2	1	0
ZNF608	644	602	318	396
LOC101927421	0	0	1	0
LOC101927460	0	0	0	0
GRAMD3	7	10	13	12
PHAX	3737	3721	3994	4445
MEGF10	66	62	113	103
PRRC1	7662	7451	5247	5173
LINC01184	318	309	197	215
SLC12A2	3337	3373	2021	2057
FBN2	7831	7751	7371	7224
ISOC1	4390	4223	5397	5449
ADAMTS19	249	216	236	240
KIAA1024L	7	1	2	0
LYRM7	3270	2947	2034	1968
CDC42SE2	1856	1918	2012	1985
RAPGEF6	3317	3226	3083	3077
FNIP1	2026	1950	1716	1617
MEIKIN	0	0	0	0
ACSL6	348	345	476	444
SLC22A5	1038	1047	1540	1533
TH2LCRR	0	4	0	1
SEPT8	11258	11523	9281	9517
AFF4	4747	4361	1960	1939
FSTL4	28	24	22	16
C5orf15	8106	7979	3971	3999
CDKL3	92	84	63	66
SAR1B	5418	5746	3911	4023
CAMLG	3045	2981	3635	3810
CATSPER3	21	23	6	8
H2AFY	18846	19060	13117	14228
TGFBI	1	1	0	1
KLHL3	123	122	110	118
MYOT	108	113	83	61
FAM13B	3230	3158	1811	1891
BRD8	6188	5982	3498	3768
ETF1	21754	21984	15600	16495
CTNNA1	13354	13688	6152	6564
SIL1	1287	1375	1070	1054
MATR3	49463	48126	31219	33829
UBE2D2	7146	7020	6105	6324
NRG2	91	87	139	152
PURA	3377	3452	1732	1744
PFDN1	5459	5756	5673	6130
TMCO6	526	531	239	248
PCDHA1	3	1	2	3
PCDHA2	0	0	0	0
PCDHA3	0	0	0	0
PCDHA4	1	0	0	0
PCDHA5	0	0	0	0
PCDHA6	0	0	0	0
PCDHA7	0	0	0	0
PCDHA8	0	0	0	0
PCDHA9	0	1	0	0
PCDHA10	21	25	2	3
PCDHA11	3	6	3	0
PCDHA12	1	1	0	0
PCDHA13	0	1	0	2
PCDHGA1	2	3	3	1
PCDHGA2	0	0	0	1
PCDHGA3	1	0	3	0
PCDHGB1	2	4	5	6
PCDHGA4	3	0	4	2
PCDHGB2	5	4	9	6
PCDHGA5	1	1	0	0
PCDHGB3	2	2	2	2
PCDHGA6	5	4	3	7
PCDHGA7	20	24	16	17
PCDHGB4	3	5	3	4
PCDHGA8	1	1	0	2
PCDHGB5	1	6	9	1
PCDHGA9	7	3	4	5
PCDHGB6	1	2	2	0
PCDHGA10	2	3	8	4
PCDHGB7	12	9	6	17
PCDHGA11	206	198	197	201
PCDHGB8P	0	0	0	1
PCDH12	21	17	11	14
LOC101926941	0	0	0	0
ARHGAP26	947	914	796	886
ARHGAP26-AS1	0	0	0	0
NR3C1	2459	2429	2745	2626
KCTD16	26	18	59	63
SH3RF2	20	15	23	22
LARS	21169	21650	13642	14211
RBM27	5526	5347	5235	5243
STK32A	0	1	0	2
DPYSL3	146	132	156	173
JAKMIP2-AS1	0	0	0	0
JAKMIP2	2	0	3	1
SPINK5	9	9	2	11
LOC102546294	1	2	3	1
HTR4	0	0	0	0
SH3TC2	0	2	3	0
ABLIM3	34	23	33	33
AFAP1L1	565	511	207	205
CARMN	0	0	0	0
PPARGC1B	2514	2326	910	890
CSF1R	7	5	1	4
SLC6A7	0	0	0	0
SYNPO	22	15	58	66
DCTN4	8889	9287	9200	9349
ANXA6	9975	10412	8862	9632
GM2A	3527	3453	4105	4242
FAT2	26	34	16	23
G3BP1	23243	24300	23799	24661
GLRA1	1	0	1	3
LINC01470	0	0	0	0
GRIA1	0	0	0	0
FAM114A2	2340	2281	2118	2262
GALNT10	1640	1646	766	829
SAP30L-AS1	19	19	13	13
LARP1	24459	22411	14435	15230
GEMIN5	8043	8411	7861	8069
SGCD	0	0	0	0
LOC102724404	1	0	0	0
ADAM19	586	637	892	960
C5orf52	0	0	0	0
CLINT1	10674	10602	9885	10538
EBF1	35	29	35	39
TTC1	5216	5087	5074	5184
CCNJL	286	316	443	455
ATP10B	0	0	0	0
GABRA1	0	0	0	0
GABRG2	0	0	0	0
LOC102546299	3	1	1	3
WWC1	2177	2101	1686	1871
PANK3	5647	5754	5039	4640
LCP2	0	0	2	0
KCNIP1	1	0	3	0
CTD-2270F17.1	0	0	0	0
LOC105377716	2	2	0	0
GABRP	0	0	0	0
TLX3	52	38	47	47
FGF18	8	6	21	16
STK10	2236	2157	2008	2182
UBTD2	5001	4826	3728	3821
SH3PXD2B	3035	3076	4459	4577
ERGIC1	9750	10222	6396	6579
BNIP1	1526	1518	1002	1093
CPEB4	1792	1797	1412	1390
LINC01411	11	9	5	6
FLJ16171	0	0	0	0
SFXN1	19161	19550	15770	16032
SIMC1	3084	3208	3231	3271
CDHR2	12	15	10	12
UNC5A	80	76	49	44
UIMC1	4160	4149	3321	3629
ZNF346	3305	3321	2309	2407
LMAN2	13337	14013	10091	9918
DBN1	7962	7401	9384	8947
B4GALT7	1842	1993	1542	1495
FAM153A	1	1	5	3
PROP1	0	0	0	0
AACSP1	0	0	0	0
ZFP2	5	7	7	9
RUFY1	3620	3429	3558	3825
CANX	83458	86664	62774	61928
SQSTM1	11287	12287	9612	9701
RNF130	4257	4344	3018	3144
FLT4	2773	2655	1338	1359
PLEKHG4B	21	20	19	13
LRRC14B	0	0	0	0
CCDC127	1229	1184	1433	1457
SDHA	14661	15289	11579	12483
HRAT5	41	41	34	34
PDCD6	4659	4644	4012	4600
EXOC3-AS1	411	432	232	261
EXOC3	2757	2759	2013	1975
PP7080	1888	1909	884	971
LOC100288152	232	166	81	65
MIR4456	0	0	0	0
LOC100996325	3	7	4	2
CEP72	736	693	371	388
TPPP	393	366	871	803
ZDHHC11	101	80	23	24
BRD9	2294	2168	936	1023
LOC100506688	13	15	12	26
NKD2	381	316	219	210
SLC12A7	1142	1087	1236	1219
MIR4635	0	0	0	2
CTD-3080P12.3	1	2	2	2
SLC6A19	0	0	1	0
SLC6A18	0	0	0	0
TERT	120	93	44	45
MIR4457	0	0	0	0
CLPTM1L	11782	12268	6890	6996
LINC01511	0	0	0	0
LPCAT1	6921	6770	6516	6388
MIR6075	0	1	0	0
LOC728613	403	407	376	394
MIR4277	0	0	0	0
MRPL36	2308	2353	1897	1950
NDUFS6	3841	3661	2584	2491
LOC101929034	0	0	0	0
IRX4	3	4	3	2
CTD-2194D22.4	0	0	0	0
LOC100506858	0	0	0	0
IRX2	0	0	0	0
LOC105374620	0	0	0	0
LINC01377	0	0	0	0
LINC01019	0	0	0	0
LINC01017	0	0	0	0
IRX1	0	0	0	0
LOC101929153	0	0	0	0
LINC01020	0	0	0	0
LOC105374631	0	0	0	0
CTD-2297D10.2	0	0	0	0
ICE1	4993	4741	3996	4378
FLJ33360	0	0	1	0
MED10	1665	1618	1349	1517
UBE2QL1	45	34	20	28
LINC01018	1	0	0	1
NSUN2	12925	12600	8229	8503
SRD5A1	808	832	940	1046
LOC100505625	7	4	1	3
PAPD7	2390	2226	1671	1706
MIR4278	0	0	0	0
LOC442132	0	0	0	0
LOC101929261	0	0	0	0
C5orf49	11	16	8	11
MTRR	3671	3746	2804	2872
MIR4458HG	266	288	133	154
MIR4458	0	0	0	0
LOC101929284	0	0	0	0
MIR4636	0	0	0	0
CTD-2201E9.1	0	0	0	0
SNHG18	0	0	0	0
SNORD123	0	0	0	0
TAS2R1	0	0	0	0
FAM173B	1394	1537	1507	1628
CCT5	48643	50505	21349	23305
CMBL	2052	2051	4761	4810
ROPN1L-AS1	4	2	11	9
ROPN1L	26	34	26	36
MIR6131	0	0	0	0
LOC101929412	1	0	0	1
LOC389273	0	0	0	0
FAM105A	963	946	1000	1049
SNORD141B	56	33	53	28
LOC100130744	149	144	114	117
MIR4637	0	0	0	0
CTD-2350J17.1	0	0	0	0
MIR887	0	0	0	0
ZNF622	2281	2442	1804	1973
LOC101929524	18	28	4	5
BASP1	360	356	216	237
LOC401177	0	0	0	1
LOC102723526	0	0	0	0
SNORA105A	4	1	3	2
PRDM9	9	3	5	8
LOC340107	0	0	0	0
LINC01021	125	105	61	63
LOC105374698	0	0	0	0
LSP1P3	0	0	0	0
LOC101929645	0	0	0	0
LOC101929660	0	0	0	0
LOC101929681	0	0	0	0
LOC105374704	0	0	0	0
C5orf22	3912	3928	3269	3498
MIR4279	0	0	0	0
GOLPH3	5240	5169	4326	4577
MIR579	0	1	0	0
SUB1	17156	17444	13318	14578
LOC340113	0	0	0	0
TARS	24087	24313	13450	14396
RXFP3	0	0	0	0
AMACR	90	111	138	133
C1QTNF3	7	5	4	5
RAD1	3582	3516	2463	2643
BRIX1	7583	7347	5664	6100
DNAJC21	3044	2913	2731	2966
AGXT2	0	0	0	0
IL7R	0	0	0	0
LOC100506406	0	0	0	0
UGT3A1	1	1	0	0
LMBRD2	1052	1048	1293	1162
MIR580	1	1	0	0
NADK2	2437	2216	2562	2501
RANBP3L	3	4	5	2
SLC1A3	2943	2835	3074	2966
NIPBL-AS1	795	801	200	191
LOC105374727	12	11	17	10
GDNF	55	38	36	39
GDNF-AS1	9	7	17	17
LOC105374729	0	0	0	0
LOC101929745	0	0	0	0
EGFLAM-AS4	0	0	0	0
EGFLAM-AS2	0	0	0	0
MIR3650	0	0	0	0
LINC01265	0	0	0	0
DAB2	84	90	86	85
LOC101926940	0	0	0	0
LINC00603	0	0	0	0
PTGER4	16	18	12	18
TTC33	2001	2015	1929	2025
LOC100506548	3362	3307	2743	2863
RPL37	49850	52732	34990	38548
SNORD72	3	3	2	1
CARD6	91	111	84	107
C7	0	0	0	0
OXCT1-AS1	7	5	4	2
C5orf51	5783	5734	4234	4087
FBXO4	390	352	716	790
LOC101926960	0	0	0	0
CCDC152	1	0	0	2
SEPP1	78	78	124	151
LOC648987	242	249	261	293
ANXA2R	29	22	9	16
LOC153684	3	5	4	5
LOC100132356	23	22	11	12
LOC100506639	58	45	31	29
HMGCS1	6629	6406	2825	3070
TMEM267	615	688	472	544
C5orf34	957	888	925	919
PAIP1	5052	4921	2930	3211
NNT-AS1	590	593	522	610
FGF10	0	0	0	0
FGF10-AS1	0	0	0	0
BRCAT107	0	0	0	0
BRCAT54	26	22	21	14
MRPS30	3063	3006	2237	2223
EMB	3404	3582	1552	1710
LOC100287592	0	0	0	0
ISL1	1013	960	871	878
PELO	3048	3257	3252	3445
MOCS2	4891	5195	3755	3888
LOC257396	547	606	682	718
FST	38	40	21	32
MIR581	0	0	0	0
MIR4459	0	0	0	0
HSPB3	2	0	2	0
LOC102467080	0	0	0	0
ESM1	1	0	0	2
LOC102467081	0	0	0	0
GZMK	0	0	0	0
GZMA	0	0	0	0
CDC20B	7	7	11	9
GPX8	3133	3088	1303	1396
MIR449A	0	0	0	0
MIR449B	0	0	0	0
MIR449C	0	0	0	0
MCIDAS	125	113	60	57
CCNO	167	128	184	128
DHX29	4891	4632	4248	4380
MIR5687	0	0	0	0
RNF138P1	10	9	10	6
DDX4	1	2	1	0
IL31RA	0	0	0	0
FLJ31104	3	7	10	3
LOC102467147	0	2	0	0
C5orf67	0	0	0	0
SETD9	540	517	412	404
MIER3	4093	4127	1513	1634
GPBP1	7417	7195	7693	8180
ACTBL2	1	2	0	1
LINCR-0003	0	0	0	0
LOC101928505	1	0	1	1
LOC101928539	0	0	0	0
LOC101928569	0	0	0	0
GAPT	0	0	0	0
MIR548AE2	0	0	0	0
LOC101928600	0	0	0	0
MIR582	0	0	0	0
PART1	4	1	0	1
ERCC8	1535	1517	1078	1121
SMIM15	1180	1016	1288	1382
C5orf64	0	0	0	0
LOC101928651	0	0	0	0
KIF2A	5993	5811	3802	4007
LRRC70	9	5	14	21
IPO11-LRRC70	0	0	0	0
HTR1A	0	0	0	0
RGS7BP	0	1	0	0
FAM159B	25	44	56	35
PPWD1	3310	3493	3083	3120
TRIM23	2119	2188	2353	2342
TRAPPC13	2981	2904	2642	2713
LOC100303749	0	0	0	0
SREK1	5571	5039	2946	3226
LOC101928769	0	0	0	0
LOC101928794	32	28	8	11
CD180	0	0	0	0
LOC101928858	2	0	0	0
LOC102467655	0	0	0	0
LOC101928885	1	0	1	1
SLC30A5	4829	4794	5348	5435
CCNB1	15446	15301	10174	10952
MRPS36	2784	2845	2183	2452
CDK7	1821	1811	1305	1430
CCDC125	1167	965	681	817
AK6	1919	1913	1095	1252
TAF9	5221	5664	2877	3042
RAD17	2544	2421	2608	2860
MARVELD2	430	412	555	553
LOC101928924	0	0	0	0
OCLN	1534	1437	1308	1295
GTF2H2C	1280	1301	614	687
GUSBP3	3	2	1	1
SERF1B	49	66	44	50
SMN2	735	755	606	702
GTF2H2B	543	535	226	207
LOC441081	1	0	0	0
SMN1	932	974	723	860
NAIP	64	46	40	28
LOC647859	11	7	4	0
GUSBP9	1	3	1	1
PMCHL2	0	0	0	0
MCCC2	12145	12170	8221	8236
CARTPT	0	0	0	0
MAP1B	3468	3008	701	739
MIR4803	0	0	0	0
LOC102503427	0	0	0	0
MIR4804	0	0	1	0
TMEM171	114	111	44	54
TMEM174	0	0	0	0
LOC340090	2	0	1	2
FOXD1	1612	1455	869	882
LINC01386	0	2	0	1
BTF3	50346	51668	36306	39066
ANKRA2	787	831	795	811
UTP15	4083	4022	3805	3826
LINC01335	0	0	0	0
LINC01333	0	0	0	0
ENC1	518	579	358	391
GFM2	5481	5298	2599	2899
NSA2	9251	9587	6991	7615
LOC441086	5	6	9	5
GCNT4	12	27	20	15
LINC01336	0	1	1	0
HMGCR	9191	9621	6737	6933
POLK	1368	1391	800	789
POC5	878	796	729	740
LOC101929109	0	0	0	0
F2RL2	1	2	2	1
NCRUPAR	0	0	0	0
F2R	2440	2497	1999	1974
F2RL1	1576	1708	2220	2306
S100Z	1	0	2	1
CRHBP	0	3	4	4
AGGF1	4117	4094	2894	3272
ZBED3	214	220	281	266
SNORA47	6	1	4	3
ZBED3-AS1	69	80	51	74
OTP	7	6	1	3
LOC101929154	0	1	0	0
SCAMP1-AS1	335	315	253	243
BHMT2	0	0	0	0
BHMT	1	2	1	3
PAPD4	2365	2416	1811	1904
MTX3	1878	1606	1417	1370
THBS4	92	73	90	109
CTD-2201I18.1	2	1	3	1
LOC644936	3	2	3	1
SPZ1	0	0	0	0
CRSP8P	8	6	5	6
FAM151B	195	178	108	106
ANKRD34B	175	140	322	289
DHFR	21921	22764	18669	20167
MTRNR2L2	3	3	6	5
RASGRF2-AS1	2	0	1	0
ZCCHC9	2806	2923	636	645
ACOT12	0	0	0	0
RPS23	72074	74791	49197	54168
MIR3977	0	0	0	0
LINC01338	0	0	0	0
TMEM167A	8622	8595	10381	10438
SCARNA18	0	2	1	0
LOC105379054	0	0	0	0
HAPLN1	0	0	0	0
NBPF22P	1	0	0	0
COX7C	24785	25584	16964	17958
MIR3607	10	3	2	1
LOC100505878	0	0	0	0
MIR4280	0	0	0	0
LOC55338	0	0	0	0
LOC644285	16	15	16	12
CCNH	2629	2680	1337	1399
LOC102546226	2	3	1	2
MIR9-2	0	0	0	0
MIR3660	0	0	0	0
CETN3	2443	2284	1578	1736
LOC731157	8	11	4	7
MBLAC2	671	682	797	764
POLR3G	2337	2317	784	766
LYSMD3	2894	2767	2250	2304
LUCAT1	0	0	0	0
ARRDC3	726	719	390	415
ARRDC3-AS1	92	91	89	92
MIR2277	0	0	0	0
POU5F2	0	0	1	0
ARSK	758	694	826	794
GPR150	0	0	0	0
RFESD	175	193	169	185
RHOBTB3	2888	2758	2731	2710
GLRX	1180	1193	1251	1373
LINC01554	2	0	1	4
MIR583	0	0	0	0
PCSK1	1	0	0	0
ERAP1	836	847	1116	1087
ERAP2	137	205	153	173
RIOK2	3187	3217	2832	2972
RGMB	1603	1592	805	825
RGMB-AS1	35	46	38	36
CHD1	5905	5410	4939	5337
LOC100289230	27	29	30	20
CTD-2151A2.1	0	0	0	0
LOC100133050	1	2	1	0
FAM174A	505	510	308	322
ST8SIA4	229	250	243	215
MIR548P	0	0	0	0
LINC00492	3	0	1	0
GIN1	480	475	426	484
C5orf30	1480	1575	624	688
LOC102467212	0	0	2	0
NUDT12	2263	2349	3148	3477
RAB9BP1	0	0	0	0
LINC01023	10	12	10	13
PJA2	6732	6823	7186	7388
LOC100289673	0	1	2	1
MIR548F3	0	0	0	0
TSLP	231	201	173	204
WDR36	7080	7054	5921	5798
STARD4	1780	1722	690	706
EPB41L4A-AS1	1062	1127	786	725
SNORA13	12	6	6	2
LOC101927023	0	0	0	1
EPB41L4A-AS2	5	5	10	4
LOC102467214	0	0	0	0
LOC102467216	0	0	0	0
SRP19	3850	3957	3296	3661
REEP5	9051	9542	7767	8161
TSSK1B	1	2	2	2
YTHDC2	5268	5135	4088	4299
LOC101927059	0	0	0	0
TRIM36	506	492	332	360
CCDC112	826	781	730	810
FEM1C	1461	1409	1598	1713
TICAM2	0	0	0	0
TMED7	4813	4900	3207	3401
LOC102467217	0	0	0	0
CDO1	384	348	504	492
ATG12	2798	2618	2349	2509
ARL14EPL	0	2	0	0
LOC101927190	0	1	0	0
SEMA6A-AS1	8	5	4	2
LOC102467223	0	0	0	0
HNCAT21	0	0	0	0
MIR1244-2	411	455	214	192
MIR5706	0	0	0	0
FAM170A	2	0	0	0
LOC102467226	1	3	0	0
FTMT	0	0	0	0
LOX	689	577	85	100
ZNF474	7	9	2	3
LOC100505841	0	0	0	0
MGC32805	0	0	0	0
LOC101927357	0	0	1	0
PPIC	1671	1808	1762	1716
PRDM6	501	401	607	578
CEP120	1963	1927	2034	2133
LOC102546228	0	0	0	0
LOC101927488	0	0	0	0
ALDH7A1	7769	7743	5809	6514
TEX43	0	1	0	0
LOC102723557	9	6	3	1
LMNB1	16442	16054	13014	13806
C5orf63	308	267	246	241
CTXN3	0	0	1	0
MIR4633	0	0	0	0
MIR4460	0	0	0	0
ADAMTS19-AS1	33	36	23	26
HINT1	20529	21195	14524	15512
IL3	0	0	0	0
CSF2	0	0	0	0
P4HA2-AS1	38	30	44	47
P4HA2	1427	1662	1780	1838
MIR6830	0	0	0	0
PDLIM4	164	135	207	208
SLC22A4	16	12	32	25
LOC553103	19	20	19	14
MIR3936	8	3	2	3
C5orf56	13	20	26	14
IRF1	397	386	412	434
IL5	1	1	5	5
RAD50	5310	4696	4356	4681
IL13	1	0	0	0
IL4	0	0	0	0
LOC105379176	0	0	0	0
KIF3A	1707	1469	838	907
CCNI2	45	40	14	20
SOWAHA	649	635	850	923
SHROOM1	538	507	373	381
GDF9	31	31	12	15
UQCRQ	10210	10869	4833	5095
LEAP2	33	19	15	11
ZCCHC10	2359	2500	1881	1942
